f974ddf7103a47d88a995beee1f6d6cc	south_american	Argentinean Potato Salad 	4 russet potatoes - peeled, boiled, and cubed |3 hard cooked eggs, chopped |1 (10 ounce) can mixed vegetables |1/2 cup mayonnaise |1/2 teaspoon black pepper |1/2 teaspoon ground mustard |1/2 tablespoon fresh lemon juice |1/2 teaspoon dried dill weed |5 tablespoons chopped pimiento-stuffed olives |salt and black pepper to taste |	271	22100.0	18400.0	5.6	862	99
8a17e87702fdb87b0b7d9ae97ace061e	south_american	Argentine Meat Empanadas 	1/2 cup shortening |2 onions, chopped |1 pound lean ground beef |2 teaspoons Hungarian sweet paprika |3/4 teaspoon hot paprika |1/2 teaspoon crushed red pepper flakes |1 teaspoon ground cumin |1 tablespoon distilled white vinegar |1/4 cup raisins |1/2 cup pitted green olives, chopped |2 hard-cooked eggs, chopped |salt to taste |1 (17.5 ounce) package frozen puff pastry sheets, thawed |	498	27700.0	36800.0	14.7	326	73
97bf38c8d650d052709f728a74f5b9db	south_american	Silpancho from Cochabamba, Bolivia 	4 cups water |2 cups white rice |6 potatoes, peeled |1/2 cup vegetable oil, divided |3 cups bread crumbs |1 1/2 pounds beef top sirloin, thinly sliced |salt to taste |6 eggs |3 onions, diced |2 tomatoes, diced |2 red chile peppers (locoto), chopped |3 tablespoons olive oil, or to taste |	928	133800.0	23700.0	43.1	558	235
61ca0d6d43ae5689b1a1f7e4848a3cd2	south_american	Brazilian Cheese Rolls (Pao de Queijo) 	2 cups tapioca starch |1 teaspoon salt (optional) |1/2 cup vegetable oil |1/3 cup water |1/3 cup milk |2 eggs |6 ounces shredded Parmesan cheese |	199	17200.0	12000	5.8	386	36
c6ce7f26268e1ffdfbd9dbaf58dd69e2	south_american	Bolivian Saltenas 	1 (.25 ounce) package unflavored gelatin |3 potatoes, peeled |1 1/2 tablespoons olive oil |1 onion, chopped |1 1/2 pounds ground beef |1 (10 ounce) package frozen petite peas, thawed |1 spring onion, sliced |1/2 cup fresh parsley, chopped |4 teaspoons white sugar |2 teaspoons paprika |1/4 teaspoon ground cumin |1 1/2 teaspoons salt |1/4 teaspoon black pepper |3 tablespoons jalapeno sauce (optional) |1/2 cup cold water |3 hard-cooked eggs, peeled and chopped |1 (2.25 ounce) can sliced black olives, drained |1 cup raisins, soaked in water and drained |6 cups all-purpose flour |1/4 cup white sugar |1 teaspoon salt |1 cup butter, cubed |1 1/2 cups hot water |2 eggs, beaten |2 teaspoons water |1 tablespoon paprika |	482	59000	20300.0	16.6	551	108
feddb728ecb467616f8f1a204dc0db6f	south_american	Peruvian Arroz con Pollo 	1/4 cup vegetable oil, divided |6 chicken thighs, skinned and patted dry |6 chicken drumsticks with skin, patted dry |salt and black pepper to taste |1 1/2 bunches fresh cilantro, leaves picked from stems |6 cloves garlic, peeled and coarsely chopped |1 aji (Peruvian) pepper, seeded and deveined |1 tablespoon Worcestershire sauce |1/2 cup orange juice |2 cups uncooked white rice |2 onions, chopped |1/2 cup white wine |3 1/2 cups chicken broth |1 teaspoon freshly ground black pepper |1 large carrot, peeled and diced |1 bell pepper, any color, sliced into rings |3/4 cup frozen peas |	739	65200.0	29700.0	45.7	198	136
efdfffbaa8e82ef7f5ccfec909988307	south_american	Colombian Stewed Flank 	2 tablespoons corn oil |1 pound flank steak |1 large Spanish onion, thinly sliced |4 large cloves garlic, chopped |5 Roma tomatoes, chopped |1/2 teaspoon salt |2 teaspoons black pepper, or to taste |1 1/2 teaspoons ground cumin |2 1/2 cups water |2 cubes beef bouillon, crumbled |	236	9200.0	15600.0	15.4	770	36
17fbeac017ede481938604b323313f74	south_american	Suspiro Limeno 	1 (14 ounce) can sweetened condensed milk |1 (12 fluid ounce) can evaporated milk |1 tablespoon vanilla extract |2 beaten egg yolks |2 beaten egg white |1 cup confectioners&#39; sugar |1/4 teaspoon ground cinnamon (optional) |	401	62400.0	11900.0	11.6	171	109
299e292929b85e73556b85ac4a6985dd	south_american	Quinoa and Black Beans 	1 teaspoon vegetable oil |1 onion, chopped |3 cloves garlic, chopped |3/4 cup quinoa |1 1/2 cups vegetable broth |1 teaspoon ground cumin |1/4 teaspoon cayenne pepper |salt and ground black pepper to taste |1 cup frozen corn kernels |2 (15 ounce) cans black beans, rinsed and drained |1/2 cup chopped fresh cilantro |	153	27800.0	1700.0	7.7	517	0
91fb0172e3b7ae62112eb29d4fde91f6	south_american	Mom's Stovetop Pork Ribs 	10 pork spareribs |1/2 cup soy sauce |10 cloves garlic, crushed |1 tablespoon dried rosemary |1 tablespoon dried oregano |2 bay leaves |1 lime, juiced |10 sprigs fresh parsley |ground black pepper to taste |2 limes, cut into wedges |	461	10700.0	32000	33.5	1327	125
