e593cb5bd0d4601a55a39ae17bea95d3	japanese	Marshmallow Cake 	1/2 (10.5 ounce) package marshmallows |1/2 cup milk |1 (8 ounce) package cream cheese, softened |1 egg yolk |1/2 lemon, juiced |1 cup heavy cream |1 (9 inch) prepared graham cracker crust |	404	35100.0	28200.0	5.1	266	98
91acf5d46c334cc6345e83d0173df74d	japanese	Spongy Japanese Cheesecake 	1 (8 ounce) package cream cheese, cubed |1/2 cup milk |3 tablespoons unsalted butter |10 tablespoons cake flour |2 tablespoons cornstarch |6 egg yolks |1 tablespoon fresh lemon juice |6 egg whites |1/4 teaspoon cream of tartar |1/8 teaspoon salt |10 tablespoons superfine sugar |	301	27800.0	17800.0	8.2	174	197
66fb27a8582c3ae778800ce834da5757	japanese	Okonomiyaki (Japanese Pancake) 	1 cup all-purpose flour |2/3 cup water |4 cups chopped cabbage |6 strips cooked bacon, crumbled |2 eggs |1 sausage, diced, or more to taste (optional) |1/2 cup chopped green onions |1/4 cup cooked shrimp (optional) |1/4 cup shredded cheese (optional) |1/4 cup tenkasu (tempura pearls) |1 tablespoon vegetable oil, or to taste |2 tablespoons soy sauce |1 tablespoon ketchup |1 teaspoon white vinegar |1 tablespoon panko bread crumbs, or to taste |1 teaspoon mayonnaise, or to taste |	507	33800.0	28900.0	27.9	1641	164
8a2dbc4f5c72097749f3ec107c07835a	japanese	Japanese Deviled Eggs 	9 eggs |2 tablespoons sesame seeds |1/2 cup mayonnaise |2 teaspoons soy sauce |2 teaspoons wasabi paste |2 teaspoons rice wine vinegar |2 tablespoons thinly sliced green onions |4 tablespoons panko bread crumbs |	91	2100.0	7900.0	3.6	122	95
a4f6029f7c5a88e0700b42f82d352d53	japanese	The Perfect Simplified Sushi Vinegar 	2 cups rice vinegar (such as Marukan(R)) |1 1/2 cups white sugar |1 1/2 tablespoons salt |1/8 lemon, juiced |	97	25000	0	0	872	0
30568e1fffcb10c184823630e141f138	japanese	Beef Kushiyaki 	2 1/2 tablespoons mirin (Japanese sweet wine) |1 clove garlic, minced |1/3 cup soy sauce |1/8 teaspoon monosodium glutamate (such as Aji-No-Moto(R)) |1/3 cup white sugar |1 pound beef sirloin steak, cut paper-thin |3 green onions, cut into 2-inch slices |bamboo skewers |	122	11100.0	3300.0	10.6	630	24
fed340eaafd198f131d10606effe6963	japanese	Easy Mochi 	1 cup sweetened red bean paste |1 cup sweet rice flour (mochiko) |1 teaspoon green tea powder (matcha) |1 cup water |1/4 cup white sugar |1/2 cup cornstarch, for rolling out the dough |	213	49800.0	200.0	2.8	82	0
9c7016300cd578bdc72bca30a0a8bbf2	japanese	Chicken Katsu 	4 skinless, boneless chicken breast halves - pounded to 1/2 inch thickness |salt and pepper to taste |2 tablespoons all-purpose flour |1 egg, beaten |1 cup panko bread crumbs |1 cup oil for frying, or as needed |	297	22200.0	11400.0	31.2	251	118
e266fab9e107e8ff302e6816175be36a	japanese	Oriental Cold Noodle Salad 	15 ounces dried soba noodles |1 1/2 teaspoons dark sesame oil |1/3 cup rice vinegar |1/3 cup soy sauce |juice from one lime |zest of one lime |2 tablespoons brown sugar |2 cloves garlic, minced |2 teaspoons red pepper flakes, or to taste (optional) |1 cup finely grated carrot |1/4 cup coarsely chopped salted peanuts |1/2 cup chopped fresh cilantro |	242	47200.0	3700.0	9.7	1068	0
c6f0a6ed4016d33efdb0a8234c9e5d43	japanese	Yakisoba Chicken 	1/2 teaspoon sesame oil |1 tablespoon canola oil |2 tablespoons chile paste |2 cloves garlic, chopped |4 skinless, boneless chicken breast halves - cut into 1 inch cubes |1/2 cup soy sauce |1 onion, sliced lengthwise into eighths |1/2 medium head cabbage, coarsely chopped |2 carrots, coarsely chopped |8 ounces soba noodles, cooked and drained |	295	40700.0	4800.0	26.3	1621	46
