c4601544f6568d630b42b3715658e411	293.8	14.4	18.6	16.6	406.4	62.0
ab6905cf56912d5f5556f811adada980	191	20.2	10.9	3.2	225	1
2274bcbc314334ac4aff8baf71ef59ef	440	53.8	20.9	11.8	61	56
ed010ee3a68a46885e2ecca55c16227d	533	44.2	35.7	10.3	380	167
a208650a8bddbfc76e658c144cb451f4	?	?	?	?	?	?
150bc1dfb40f1796fe23eeb2e4aaccf9	130	20.3	3.8	3.4	654	0
3ebf8d04c8d59fe33ef65f42084b3765	322	40.6	14.4	7.8	238	88
e847b4b5fd42af25146aeefd45c41613	175	43.7	0.1	0.8	34	0
a395dd8f4dcef17958fe0f1964a23d72	549	13.4	39.9	34.5	1225	96
d37a4d3dfe91f87d78ce89d8ff213b1b	370.5	45.0	18.0	8.2	99.0	0.0
a82640961d96eb9499b49ef50a6cb7dc	?	?	?	?	?	?
e0019b7f068cd7d28bf897579d51df67	158	26.2	5.4	1.6	134	15
7db562781a8c85465fd7eb765f75b5e6	603	61.6	28.5	24.5	1226	185
94084f3e6cf4340746d759b35031dd7f	?	?	?	?	?	?
2877d1700c40e44657c5a52a185653b3	27	6.3	0.1	0.6	2228	0
f29e338442f9a8fcb7d804f749a83708	79	21.2	0.2	0.7	4	0
29d8e519f9d7e8d11c30cad5c1e4066e	?	?	?	?	?	?
3b6fe62d6ccee244c3f3ceb5ca9e628e	?	?	?	?	?	?
b26de21ef0c97bf9618c6e8425041bf4	224	16.5	8.5	24	139	41
ba132cfde63d39ab57cc5bafee51183b	?	?	?	?	?	?
2cee40cc0e91bf41ab4972ae22e99e86	?	?	?	?	?	?
0ef6f77c22869216d559efa3ea3900ff	?	?	?	?	?	?
531cb921b2e3eeab45d0eb9ecebe303a	89.0	9.4	5.5	0.7	12.2	0.6
b59720f0bafa03df08b5a7b822cbc18f	129	33.4	0.1	0.2	59	0
9d972622cecff23b51b815d8cb998950	?	?	?	?	?	?
3f2162e6dde7dd0041da2a60e2908b49	?	?	?	?	?	?
07d3ebcb1775de74f5230e3295f5e49e	?	?	?	?	?	?
45cde57c64e7d86df1c17f93b43fe643	?	?	?	?	?	?
b455c26a1f6f88416a1afac7e49b27a5	?	?	?	?	?	?
10a103891f7f14bec787f0a88ccf1345	?	?	?	?	?	?
b697fe048f110422f347e137e72df453	165	1.5	17.6	1.6	501	143
de1b47015cb7143e445d920f093ed6f6	?	?	?	?	?	?
3f66ec589bfb60bf2ea87b0b716a8e51	162	32.5	2.6	3.1	42	10
15a0fe326e7fa22dd4f5467e3d49a2d3	581	11.4	48.8	25.6	925	231
002f359c14f834349ca7000b6e372ea7	?	?	?	?	?	?
1b9ddb36b306ece4f2b3155ad175da4e	?	?	?	?	?	?
a5cf3487fa4bd03356ca7a0fe181e9a2	?	?	?	?	?	?
dd4d833e7c41e18a15d12babab1ef8ef	138	21.1	3.3	5.6	483	20
f90849dfa0178df221f8d65800899cea	350	49	16	5	520	5
677252315639685804e6f53854d476ee	256	26	5.6	26	542	49
576dcebdc536b7d0c84148f8b83da978	?	?	?	?	?	?
ba7747aefd8667e0891fc7946b7249c1	?	?	?	?	?	?
1cc92d28b40e7e3ab8b07abd467ae97c	325	52.5	11.8	4.4	236	30
14a7f0a016b618a2a31a14b2931fcb66	?	?	?	?	?	?
290630df1970585ac4b239c3e68b4288	341	52.1	13.3	4.7	224	42
83ec46ec86428f6ea9289b9304d46c4a	696	45.9	44	29.4	482	139
2fa287719cd1f362882136777224fbf1	722	9.2	32.9	91.6	1884	269
50016720599351348d892fc7b7e34458	281	9.9	21	18	538	188
7f5f0804b2e3c3b2efc8353a38fdbefd	410	24	18	43	?	?
2f6e6105ed694dcae1cb4102bff05156	149	14.7	8.7	5	380	2
740f6b878fda6540cf6ea6a38a9d52d4	?	?	?	?	?	?
cf94d99394c4145072b6b7485b934d0d	?	?	?	?	?	?
d9cd533adb8ea656464330d8777dceb1	?	?	?	?	?	?
314d30279f20b4e855f3ef039cd563b3	?	?	?	?	?	?
b387ea25364541cbcd51fd3b055dc753	105	20.6	0.9	3.1	179	11
bc1ac6afa6f711f3cb5c6254c57beba6	?	?	?	?	?	?
6f476f7005f0f7c0cb8bcea33a372fce	?	?	?	?	?	?
f88172590f0c37d2c7dc62b7d5f64c1c	?	?	?	?	?	?
02fef77b7b3cc2dabdffbc079c9210e9	1140	92.9	62.2	53.9	2153	192
701807808cc64cbf4d5264741f14afed	?	?	?	?	?	?
e52b9a1858d8cd7f4ffc6382ab2ca66e	639	56.2	18.4	59.2	759	163
68a53d954ffc7d14910d95c6be144df7	?	?	?	?	?	?
5458af1a11212f28940dde0622826ff8	?	?	?	?	?	?
cbd94fbf3c3de635d2769217e3686644	?	?	?	?	?	?
b920bec6603f91b5f3d1db259453cbce	?	?	?	?	?	?
e51a6a579a824677faf4527915c97032	?	?	?	?	?	?
cfefafbc7e15fb4ef62011f4e15c6ad6	188	1.5	16.7	8.4	185	226
110bd525147dbb4194839405443786ca	360	30	17	21	1150	40
cfc9f2f98a22b1aa81b15a5da7cb38ef	?	?	?	?	?	?
2c79f7c86e7e72ba3dadb34b577eaac8	82.9	21.9	0.3	2.0	1345.2	0.0
978a6dd855a5f2794ebc18b7f81ee997	?	?	?	?	?	?
691f8292d08709312bfa4e2e94a8b306	?	?	?	?	?	?
f4722c3b9b3c2ca41518fa400e5bd8e0	?	?	?	?	?	?
7dfda039525409f4b1e96f3057178d97	406	53.5	11.9	20.4	557	34
f00c556b9a84deaafd072efa55c2eb6b	?	?	?	?	?	?
17e00a9d36d3af73f2e2b601b272de39	4	1	0	0.2	1	0
6837e2267988696da91c5ac2feedd722	?	?	?	?	?	?
ed2c4348405d9e9353ab38763828e533	243.3	3.0	19.0	14.3	622.0	399.4
79f4e0e225283b648f1710710f0519c1	?	?	?	?	?	?
22d7f2d643c7c1b7f2a6104182de473a	858	66.7	48.7	37.7	879	142
0fcfc873603322a7eb3942bbfb9fdd66	?	?	?	?	?	?
b7004e20b7ebb8b02d54b70d15cce145	?	?	?	?	?	?
5424bccdb859d78e45068909477c4f30	?	?	?	?	?	?
378d7185494ffd9751278d27be228f46	130	13	7	3	240	20
b2180753dda942664aaf341a220e5665	?	?	?	?	?	?
7d0b0d94ab7575d4d2c324e7ac9e01c7	?	?	?	?	?	?
e70a90547e75be3a7853a5531b9a6d0c	?	?	?	?	?	?
a2347c13c031be1fa80d482f33ee540b	?	?	?	?	?	?
05a9abdea44cf0e3a75a4be2fad43234	?	?	?	?	?	?
36099db7160af06544befa23776286af	?	?	?	?	?	?
d33c8f00d2ee7ecab493dcea5f875159	?	?	?	?	?	?
52ee782f64096e20eb9cc6af4fe8b15a	?	?	?	?	?	?
01cfd755fb706931308061aaa7d764c0	?	?	?	?	?	?
165c157c73150802794d33923a7df26c	82	22	0.1	0.5	3824	0
840625ddeab41e7e6d2542670f310987	271.6	61.9	0.3	7.1	21.3	0.0
2ffaa04ee765b810ca2cf0086acce1f0	?	?	?	?	?	?
4b09ea4402d30b2195eb8e7e4b0ea635	2786.3	288.4	184.7	3.6	197.9	488.0
29cbe513df640e2c262aea72ebc16316	177	10.4	6.4	18.4	255	43
edafb30f40f4ed6ccf5b49159380ee7b	?	?	?	?	?	?
f7575ba10e1ac8106fd701ade19894a5	?	?	?	?	?	?
d33088d911784ff4fd3b1644cb0ddac0	?	?	?	?	?	?
0c76b35cd3754c2d81fab04c0722887d	?	?	?	?	?	?
725b707e3f7ffe575356bc83d0ec9309	?	?	?	?	?	?
6a52130aad0268087914a45ee49143c7	101	19.5	1.2	2.9	130	0
9e22ab2c941f83cfc550f1281d066ca3	126.4	29.7	0.7	3.5	250.1	0.3
8ff1034235ac29582254472ad684dc57	?	?	?	?	?	?
f91c243240e948f063d346ae58061c14	171	22.4	8.9	2.3	145	19
e8fd9de339576ded8859579fea5e0a16	?	?	?	?	?	?
a15da2cd39e72d02b9e7d18c292c305e	78	19.8	0.2	0.1	4	?
ce48a9c3ed77d9043686224e79999fc4	?	?	?	?	?	?
a967377e3e3d3e320fb26ef1e68010a9	1022.5	262.2	0.0	0.0	23.1	0.0
34a0caf82c234d0ac271441bf7cce41e	188.8	25.0	9.3	1.4	276.5	0.6
550749e8958ae9cded9ba57d207e0095	82.7	7.6	5.5	0.9	39.7	14.0
3a2ef6cede7458e8169f5eccdced081e	503	79	20	5	261	30
7d1447cba55ce0c10b1b5729dd473eca	?	?	?	?	?	?
d172f9e034c81c26f8f118d7bdb845b1	?	?	?	?	?	?
e7e3810059ce3f2dd664894a69d5816f	?	?	?	?	?	?
22677a2e57e2bdf37a74f99cd36b85a8	427.8	30.3	17.8	34.4	474.8	143.5
0263e0d576a109da288435adc3511503	513	35.1	29.2	28.5	2025	107
495bda4c13b136470852a320e551e8d4	?	?	?	?	?	?
3312fa26e68bb18762267c133c716624	409	43	18.8	17.3	407	58
a6f21df7c6fb84344dcec3e9783b23a8	?	?	?	?	?	?
cc31a4a1ff4abcfccb1a818b7910309a	?	?	?	?	?	?
c206fb53b8f1b34b35765103bc867d54	145	3.4	14.4	1.4	41	2
b90ec55e61d55b363cd871a0c589ff04	?	?	?	?	?	?
1a1b70290871a3de6fa5c68d77da43cd	?	?	?	?	?	?
30273ff994bafd95d2331771f1036a83	190	13.6	14.3	4.5	531	5
3a173554d1ac8321a08b97de0a4c75d8	?	?	?	?	?	?
a6da51008bb969ed91b1f63c0cce8073	352	59.3	13.5	2.2	85	26
e7ee31aca4cce1c76159593a1b60b2c7	?	?	?	?	?	?
df58db60eb35ac22efb2ef5a054ece3d	150	15	8	7	310	15
741c1627433c7c35b805be979d0c80cc	410	42	26	5	180	87
